,imdbid,year,rating,id,title,Wikipedia movie ID,Freebase movie ID,Movie name,Movie box office revenue,Movie runtime,result,genres,countries,languages,female_actor_ratio,male_actor_ratio,female_actresses,male_actors
1502,81323.0,1980,3,3673,"Pepi, Luci, Bom and Other Girls Like Mom",2590063,/m/07q3zn,"Pepi, Luci, Bom and Other Girls on the Heap",,82.0,1,"Black comedy, Sex comedy, Satire, Comedy-drama, Comedy",Spain,Spanish Language,0.75,0.25,3,1
1503,80745.0,1980,3,3858,Flash Gordon,3978441,/m/0b9rdk,Flash Gordon,27107960.0,111.0,1,"Thriller, Science Fiction, Adventure, Superhero movie, Camp, Action/Adventure, Fantasy, Comedy, Action",United States of America,English Language,0.2,0.8,4,16
1504,81573.0,1980,3,4282,Superman II,1059280,/m/042fgh,Superman II,108185706.0,116.0,1,"Science Fiction, Adventure, Superhero movie, Superhero, Action/Adventure, Alien Film, Family Film, Action",United States of America,"French Language, Russian Language, English Language",0.3076923076923077,0.6923076923076923,4,9
1505,80453.0,1980,0,6395,"Blue Lagoon, The",1134919,/m/04984j,The Blue Lagoon,58853106.0,104.0,0,"Coming of age, Adventure, Drama, Romantic drama, Romance Film, Teen",United States of America,English Language,0.2,0.8,1,4
1506,81237.0,1980,0,6877,"Ninth Configuration, The",254274,/m/01lq5h,The Ninth Configuration,,114.0,0,"Horror, Indie, Supernatural, Gothic Film, Psychological thriller, Drama, Comedy, Black comedy, Political drama",United States of America,English Language,,,0,13
1507,81283.0,1980,2,7192,Ordinary People,106335,/m/0qm98,Ordinary People,54766923.0,124.0,0,"Drama, Existentialism, Family Drama, Coming of age, Film adaptation",United States of America,English Language,0.375,0.625,6,10
1508,80421.0,1980,2,7307,Battle Beyond the Stars,1152328,/m/04bsfh,Battle Beyond the Stars,7500000.0,104.0,0,"Parody, Science Fiction, Indie, Space western, Adventure",United States of America,English Language,0.3,0.7,3,7
1509,80931.0,1980,3,7389,Nightmare City,11437048,/m/02rcj53,Nightmare City,,92.0,1,"Zombie Film, Horror, World cinema",Mexico,"French Language, Italian Language",,,0,2
1510,80736.0,1980,0,7401,"Final Countdown, The",187616,/m/019nsz,The Final Countdown,16647800.0,102.0,0,"Action/Adventure, Science Fiction, Time travel, Adventure, War film",United States of America,English Language,0.14285714285714285,0.8571428571428572,1,6
1511,79820.0,1980,0,7987,"King and the Mockingbird, The",7420154,/m/0kv70w,Le Roi et l'oiseau,,83.0,0,"Children's/Family, Fairy tale, Animation, Fantasy, Children's Fantasy, Romance Film, Family Film",France,French Language,,,0,4
1512,81163.0,1980,3,8116,"Mirror Crack&#39;d, The",22878411,/m/06409ws,Crack in the Mirror,1000000.0,97.0,1,"Crime Fiction, Mystery, Drama",United States of America,English Language,0.2777777777777778,0.7222222222222222,5,13
1513,81114.0,1980,3,8402,Maniac,2260329,/m/06z_dh,Maniac,,85.0,1,"Cult, Horror, Slasher",United States of America,English Language,0.6,0.4,3,2
1514,81353.0,1980,3,8945,Popeye,1339188,/m/04tz52,Popeye,,114.0,1,"Action/Adventure, Adventure, Superhero movie, Superhero, Cult, Musical, Comedy, Family Film, Action, Family-Oriented Adventure",United States of America,English Language,0.21428571428571427,0.7857142857142857,3,11
1515,80365.0,1980,3,9781,American Gigolo,667194,/m/0316hv,American Gigolo,,116.0,1,"Crime Fiction, Thriller, Erotic Drama, Erotica, Crime Drama, Erotic thriller, Drama, Romance Film, New Hollywood",United States of America,English Language,0.5,0.5,6,6
1516,80979.0,1980,0,9819,Kagemusha,1183043,/m/04f74c,Kagemusha,26000000.0,180.0,0,"Japanese Movies, Art film, World cinema, History, Epic, Action/Adventure, Drama, War film, Samurai cinema, Historical Epic",Japan,Japanese Language,0.2,0.8,2,8
1517,80487.0,1980,2,10875,Caddyshack,217982,/m/01fxw4,Caddyshack,39846344.0,98.0,0,"Sports, Gross-out film, Cult, Satire, Comedy, Gross out, Slapstick",United States of America,English Language,0.25,0.75,4,12
1518,82971.0,1981,3,340,Raiders of the Lost Ark,54166,/m/0f4yh,Indiana Jones and the Raiders of the Lost Ark,389925971.0,115.0,1,"Adventure, Costume Adventure, Action/Adventure, Action, New Hollywood, Airplanes and airports",United States of America,"Arabic Language, Nepali Language, Spanish Language, Hebrew Language, English Language, German Language",0.07142857142857142,0.9285714285714286,1,13
1519,82186.0,1981,3,744,Clash of the Titans,948548,/m/03sjgd,Clash of the Titans,41000000.0,118.0,1,"Adventure, Stop motion, Costume drama, Action/Adventure, Fantasy, Monster, Family Film, Romance Film",United States of America,English Language,0.6,0.4,9,6
1520,82783.0,1981,0,874,My Dinner With Andre,1480754,/m/054vrm,My Dinner with Andre,,110.0,0,"Drama, Comedy-drama, Experimental film, Comedy, Indie",United States of America,English Language,,,0,3
1521,82776.0,1981,3,972,Ms. 45,2255173,/m/06zlz0,Ms. 45,,80.0,1,"Thriller, Crime Fiction, Indie, Cult, Drama, Crime Thriller, Action",United States of America,English Language,0.5,0.5,1,1
1522,82992.0,1981,3,1568,Rich and Famous,7238599,/m/0kv1jb,Rich And Famous,14492125.0,117.0,1,Drama,United States of America,English Language,0.3333333333333333,0.6666666666666667,4,8
1523,83111.0,1981,0,1197,Southern Comfort,2370658,/m/077488,Southern Comfort,,99.0,0,"Thriller, Action/Adventure, Action, Drama, Indie",United States of America,"French Language, English Language",,,0,10
1524,82406.0,1981,2,1124,"Fox and the Hound, The",1371138,/m/04xg4z,The Fox and the Hound,63456988.0,83.0,0,"Adventure, Children's/Family, Animation, Coming of age, Animated Musical, Family Film, Family-Oriented Adventure",United States of America,English Language,0.23076923076923078,0.7692307692307692,3,10
1525,82340.0,1981,0,1427,Escape from New York,9835,/m/02p5d,Escape from New York,50000000.0,99.0,0,"Thriller, Crime Fiction, Science Fiction, Indie, Doomsday film, Action/Adventure, Western, Escape Film, Action, Dystopia",United States of America,English Language,0.16666666666666666,0.8333333333333334,2,10
1526,82517.0,1981,1,1081,History of the World: Part I,442668,/m/0291gk,"History of the World, Part I",31672908.0,92.0,0,"Parody, Comedy",United States of America,"French Language, English Language, Latin Language",0.375,0.625,6,10
1527,82370.0,1981,3,1646,"Woman Next Door, The",4453379,/m/0c37_6,The Woman Next Door,,100.0,1,"Drama, World cinema",France,French Language,0.3333333333333333,0.6666666666666667,1,2
1528,83248.0,1981,3,1707,Umrao Jaan,1592832,/m/05f21v,Umrao Jaan,,145.0,1,"Musical, Drama, Bollywood, World cinema",India,"Hindi Language, Urdu Language",0.4,0.6,6,9
1529,82484.0,1981,1,2053,Quest for Fire,12076925,/m/02vp1f_,Quest for Fire,,100.0,0,"Adventure, Costume drama, Action/Adventure, Period piece, Drama, Fantasy",United States of America,,0.14285714285714285,0.8571428571428572,1,6
1530,82926.0,1981,3,2062,Polyester,1271694,/m/04n_w7,Polyester,,86.0,1,"Parody, Indie, Cult, Satire, Comedy, Black comedy, Domestic Comedy",United States of America,English Language,0.375,0.625,3,5
1531,82474.0,1981,3,2073,"Great Muppet Caper, The",1458713,/m/0534ym,The Great Muppet Caper,31206251.0,94.0,1,"Crime Fiction, Adventure, Children's/Family, Mystery, Musical, Adventure Comedy, Comedy, Drama, Family Film, Family-Oriented Adventure",United Kingdom,English Language,0.14285714285714285,0.8571428571428572,2,12
1532,82096.0,1981,0,2143,Das Boot,8994,/m/02h22,Das Boot,84970337.0,210.0,0,"Thriller, World cinema, History, Action/Adventure, Drama, War film, Action",West Germany,"French Language, English Language, German Language",0.075,0.925,3,37
1533,82979.0,1981,3,2667,Reds,45242,/m/0c9k8,Reds,50000000.0,194.0,1,"Biographical film, Biography, Period piece, Drama, War film, Romantic drama, Romance Film, Political drama, New Hollywood",United States of America,"France, Finnish Language, English Language, Russian Language, German Language",0.2,0.8,3,12
1534,81633.0,1981,1,2697,Time Bandits,157172,/m/014nbs,Time Bandits,42365581.0,115.0,0,"Science Fiction, Fantasy Adventure, Indie, Costume drama, Existentialism, Fantasy, Comedy, Family Film, Fantasy Comedy, Time travel, Adventure",United Kingdom,English Language,0.15,0.85,3,17
1535,82869.0,1981,1,2753,Outland,817057,/m/03dwzc,Outland,,109.0,0,"Thriller, Crime Fiction, Science Fiction, Adventure, Western, Space western, Hybrid Western",United Kingdom,English Language,0.16666666666666666,0.8333333333333334,2,10
1536,82010.0,1981,2,2873,An American Werewolf in London,471370,/m/02dj5n,An American Werewolf in London,61973249.0,92.0,0,"Fantasy, Horror, Creature Film, Horror Comedy",United States of America,English Language,0.25,0.75,3,9
1537,82089.0,1981,2,3549,Body Heat,540654,/m/02n46r,Body Heat,24058838.0,113.0,0,"Crime Fiction, Thriller, Erotic thriller, Drama, Crime Thriller, Romance Film, Neo-noir",United States of America,English Language,0.375,0.625,3,5
1538,82176.0,1981,3,3976,Christiane F. - Wir Kinder vom Bahnhof Zoo,10667973,/m/02qlqx7,Christiane F. - Wir Kinder vom Bahnhof Zoo,,138.0,1,"Biographical film, Drama, Indie, World cinema",West Germany,German Language,0.5,0.5,1,1
1539,82894.0,1981,1,4009,Pennies from Heaven,6902699,/m/025v0rv,Pennies from Heaven,,108.0,0,"Romantic drama, Musical, Drama, Period piece, Romance Film",United States of America,English Language,0.25,0.75,2,6
1540,82677.0,1981,1,4561,Looker,2314982,/m/0735vr,Looker,,93.0,0,"Thriller, Science Fiction, Future noir, Computer Animation, Psychological thriller, Crime Thriller",United States of America,English Language,0.375,0.625,3,5
1541,82418.0,1981,2,4572,Friday the 13th Part 2,2274938,/m/07022t,Friday the 13th Part 2,22722776.0,86.0,0,"Cult, Horror, Slasher, Teen",United States of America,English Language,0.38461538461538464,0.6153846153846154,5,8
1542,82495.0,1981,3,4708,Halloween II,2002104,/m/06d5sb,Halloween II,25533818.0,90.0,1,"Cult, Horror, Slasher, Teen",United States of America,English Language,0.4375,0.5625,7,9
1543,83131.0,1981,2,5325,Stripes,560511,/m/02q2jw,Stripes,85297000.0,106.0,0,"Parody, Action/Adventure, Action, Buddy film, Comedy",United States of America,"Czech Language, English Language",0.18181818181818182,0.8181818181818181,2,9
1544,84090.0,1981,3,5338,Horror Planet,2029406,/m/06g95d,Inseminoid,,93.0,1,"Sci-Fi Horror, B-movie, Science Fiction, Horror, Indie",United Kingdom,English Language,0.5555555555555556,0.4444444444444444,5,4
1545,82533.0,1981,3,5378,"Howling, The",1691989,/m/05nsx8,The Howling,17985893.0,91.0,1,"Horror, Indie, Werewolf fiction, Creature Film, Cult, Drama, Film adaptation",United States of America,English Language,0.2,0.8,2,8
1546,82714.0,1981,3,6245,Il marchese del Grillo,9540258,/m/02pjb26,The Marquis of Grillo,,135.0,1,"Comedy of Errors, Period piece, Satire, Comedy",France,Italian Language,,,0,1
1547,82085.0,1981,3,6865,Blow Out,1317987,/m/04sgl8,Blow Out,12000000.0,107.0,1,"Crime Fiction, Thriller, Psychological thriller, Mystery, Drama, Political thriller",United States of America,English Language,0.4444444444444444,0.5555555555555556,4,5
1548,82288.0,1981,1,6944,Dragonslayer,887388,/m/03lwq3,Dragonslayer,,109.0,0,"Science Fiction, Fantasy Adventure, Adventure, Stop motion, Costume drama, Action/Adventure, Fantasy, Sword and sorcery, Sword and sorcery films",United States of America,English Language,0.2,0.8,2,8
1549,82307.0,1981,3,7221,...E tu vivrai nel terrore! L&#39;aldila (The Beyond),1864142,/m/06229n,The Beyond,,82.0,1,"Zombie Film, Horror, World cinema, Splatter film, Supernatural",Italy,Italian Language,0.5,0.5,6,6
1550,82498.0,1981,3,7362,Happy Birthday to Me,4180595,/m/0bnjgt,Happy Birthday to Me,,110.0,1,"Horror, Slasher, Teen, Indie",Canada,English Language,0.6,0.4,6,4
1551,83067.0,1981,3,7732,Shock Treatment,976512,/m/03v_6t,Shock Treatment,,92.0,1,"Parody, Indie, Cult, Musical, Comedy, Black comedy",United States of America,English Language,0.5,0.5,5,5
1552,82269.0,1981,1,8180,Diva,30874145,/m/0558dk,Diva,2678103.0,117.0,0,"Thriller, World cinema, Psychological thriller, Mystery, Drama, Romance Film, Action",France,"French Language, English Language",0.2857142857142857,0.7142857142857143,2,5
1553,82951.0,1981,3,8411,"Prowler, The",9489391,/m/028bzs1,The Prowler,,89.0,1,"Cult, Horror, Slasher",United States of America,English Language,,,0,4
1554,82431.0,1981,3,8413,Galaxy of Terror,14864488,/m/03g_mfw,Galaxy of Terror,4000000.0,81.0,1,"Science Fiction, Action, Horror, Sci-Fi Horror",United States of America,English Language,0.3333333333333333,0.6666666666666667,3,6
1555,82970.0,1981,2,8417,Ragtime,213015,/m/01f69m,Ragtime,11099118.0,155.0,0,"Period piece, Drama, Political drama, Film adaptation",United States of America,English Language,0.25,0.75,4,12
1556,82348.0,1981,1,8502,Excalibur,250699,/m/01l63z,Excalibur,34967437.0,140.0,0,"Fantasy Adventure, Adventure, Costume drama, Action/Adventure, Fantasy, Mythological Fantasy, Drama, Sword and sorcery, Sword and sorcery films",United States of America,English Language,0.25,0.75,3,9
1557,83190.0,1981,0,8789,Thief,1330774,/m/04tb0h,Thief,11492915.0,122.0,0,"Thriller, Crime Fiction, Gangster Film, Heist, Action/Adventure, Crime Thriller, Action, Neo-noir",United States of America,English Language,0.16666666666666666,0.8333333333333334,1,5
1558,82846.0,1981,1,8837,On a Golden Pond,15119799,/m/03hj3b3,On Golden Pond,119285432.0,90.0,0,"Romance Film, Drama",United States of America,English Language,0.2857142857142857,0.7142857142857143,2,5
1559,82242.0,1981,1,8973,Dead and Buried,9591329,/m/02pl3jt,Dead & Buried,,94.0,0,"Thriller, Science Fiction, Horror, Supernatural, Mystery, Zombie Film, Crime Thriller",United States of America,English Language,0.2857142857142857,0.7142857142857143,2,5
1560,81974.0,1981,3,9049,Absence of Malice,164411,/m/015wsj,Absence of Malice,40716963.0,116.0,1,"Legal drama, Mystery, Crime Fiction, Drama, Courtroom Drama",United States of America,"English Language, Spanish Language",0.18181818181818182,0.8181818181818181,2,9
1561,81455.0,1981,1,9416,Scanners,378213,/m/02181p,Scanners,14225876.0,103.0,0,"Science Fiction, Horror, Indie, Psychological thriller, Cult, Action",Canada,English Language,0.1111111111111111,0.8888888888888888,1,8
1562,83284.0,1981,0,9728,Victory,1802219,/m/05y59l,Escape to Victory,,117.0,0,"Action/Adventure, Drama, War film",United States of America,English Language,,,0,7
1563,82817.0,1981,0,9729,Nighthawks,2729504,/m/07_gdn,Nighthawks,,99.0,0,"Thriller, Action/Adventure, Action, Crime Thriller",United States of America,English Language,0.375,0.625,3,5
1564,82700.0,1981,3,9750,Cannibal Ferox,2839410,/m/08610_,Cannibal Ferox,,93.0,1,"Jungle Film, Horror",Italy,"Italian Language, Spanish Language",0.3333333333333333,0.6666666666666667,1,2
1565,82933.0,1981,1,9809,Possession,5542682,/m/0drqjb,Possession,1113538.0,123.0,0,"Thriller, Horror, Supernatural, Surrealism, Psychological thriller, Erotic thriller, Drama",France,"French Language, English Language",0.5714285714285714,0.4285714285714286,4,3
1566,82405.0,1981,3,10403,"Four Seasons, The",7198945,/m/0kv083,The Four Seasons,50427646.0,109.0,1,"Romantic comedy, Romantic drama, Romance Film, Drama, Comedy",United States of America,English Language,0.6666666666666666,0.33333333333333337,6,3
1567,84589.0,1982,3,231,Le Retour de Martin Guerre,1411271,/m/04_c0y,The Return of Martin Guerre,,123.0,1,"Romantic drama, Period piece, Drama, World cinema",France,French Language,0.14285714285714285,0.8571428571428572,1,6
1568,83658.0,1982,1,234,Blade Runner,3746,/m/017n9,Blade Runner,33139618.0,116.0,0,"Thriller, Cyberpunk, Science Fiction, Future noir, Existentialism, Cult, Drama, Film noir, Crime Thriller, Chinese Movies, Dystopia, Neo-noir",United States of America,"Japanese Language, Cantonese, English Language, German Language, Hungarian language",0.21428571428571427,0.7857142857142857,3,11
1569,82198.0,1982,1,407,Conan the Barbarian,3444797,/m/09csq1,Conan the Barbarian,100000000.0,129.0,0,"Thriller, Fantasy Adventure, Adventure, Costume drama, Action/Adventure, Fantasy, Sword and sorcery, Action, Sword and sorcery films",United States of America,English Language,0.2,0.8,3,12
1570,82639.0,1982,3,821,"Ladies and Gentlemen, the Fabulous Stains",362120,/m/01_k3p,"Ladies and Gentlemen, The Fabulous Stains",,87.0,1,"Punk rock, Comedy, Drama, Musical, Indie",United States of America,English Language,0.4666666666666667,0.5333333333333333,7,8
1571,83564.0,1982,3,851,Annie,12823099,/m/02x6dqb,Annie,57059003.0,128.0,1,"Musical, Children's, Drama, Comedy, Music, Family Film",United States of America,English Language,0.5833333333333334,0.41666666666666663,7,5
1572,84726.0,1982,3,896,Star Trek: The Wrath of Khan,27098,/m/06r2_,Star Trek II: The Wrath of Khan,97000000.0,112.0,1,"Thriller, Science Fiction, Family Film, Action, Adventure",United States of America,English Language,0.1875,0.8125,3,13
1573,84827.0,1982,0,1002,TRON,312757,/m/01tdmp,Tron,74000000.0,91.0,0,"Cyberpunk, Thriller, Science Fiction, Adventure, Computer Animation, Family Film, Action",United States of America,English Language,0.14285714285714285,0.8571428571428572,2,12
1574,83791.0,1982,1,1035,"Dark Crystal, The",348292,/m/01yz89,The Dark Crystal,40577001.0,93.0,0,"Fantasy Adventure, Adventure, Children's/Family, Animation, Fantasy, Children's Fantasy, Family Film",United States of America,English Language,0.2857142857142857,0.7142857142857143,4,10
1575,84649.0,1982,3,1510,"Secret of NIMH, The",558970,/m/02pynz,The Secret of NIMH,14665733.0,83.0,1,"Science Fiction, Fantasy Adventure, Adventure, Children's/Family, Animation, Drama, Children's Fantasy, Fantasy, Family Film",United States of America,English Language,0.35714285714285715,0.6428571428571428,5,9
1576,84237.0,1982,3,1226,"Last Unicorn, The",313002,/m/01tfy7,The Last Unicorn,6455330.0,92.0,1,"Fantasy Adventure, Japanese Movies, Adventure, Children's/Family, Costume drama, Animation, Fantasy, Children's Fantasy, Animated Musical, Drama, Family Film",United States of America,"English Language, German Language",0.29411764705882354,0.7058823529411764,5,12
1577,83866.0,1982,3,1645,E.T.: The Extra-Terrestrial,73441,/m/0jqn5,E.T. the Extra-Terrestrial,792910554.0,120.0,1,"Science Fiction, Adventure, Children's/Family, Family Drama, Children's, Fantasy, Children's Fantasy, Drama, Family Film, Sci-Fi Adventure",United States of America,English Language,0.46153846153846156,0.5384615384615384,6,7
1578,85852.0,1982,3,1696,Liquid Sky,817996,/m/03dycx,Liquid Sky,,118.0,1,"Black comedy, Science Fiction, Satire, Comedy, Comedy of manners",United States of America,English Language,0.5,0.5,1,1
1579,84787.0,1982,0,1861,"Thing, The",30809,/m/07k_8,The Thing,19629760.0,108.0,0,"Thriller, Mystery, Science Fiction, Horror",United States of America,"Norwegian Language, English Language",0.07692307692307693,0.9230769230769231,1,12
1580,83806.0,1982,3,1881,Deathtrap,1059728,/m/042gcq,Deathtrap,,115.0,1,"Thriller, LGBT, Psychological thriller, Mystery, Drama, Comedy, Film adaptation, Black comedy, Crime Thriller, Whodunit, Suspense",United States of America,English Language,0.2222222222222222,0.7777777777777778,2,7
1581,85794.0,1982,1,1896,"King of Comedy, The",482383,/m/02fttd,The King of Comedy,2536242.0,105.0,0,"Black comedy, Drama, Comedy, Documentary",United States of America,English Language,0.42857142857142855,0.5714285714285714,15,20
1582,83929.0,1982,2,1934,Fast Times at Ridgemont High,453236,/m/02bc6c,Fast Times at Ridgemont High,27092880.0,90.0,0,"Ensemble Film, Sex comedy, Screwball comedy, Cult, Coming of age, Comedy, Drama, Stoner film, Romance Film, Teen",United States of America,English Language,0.24,0.76,6,19
1583,84698.0,1982,3,2251,Smithereens,17995745,/m/047pp1g,Smithereens,,93.0,1,"Drama, Indie",United States of America,English Language,0.375,0.625,3,5
1584,83745.0,1982,3,2298,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",766846,/m/039rlw,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",2276900.0,109.0,1,"LGBT, Drama, Comedy, Indie",United States of America,English Language,0.875,0.125,7,1
1585,83722.0,1982,3,2770,Cat People,1056696,/m/0426fc,Cat People,21000000.0,119.0,1,"Thriller, Cult, Horror, Erotica, Erotic thriller",United States of America,English Language,0.36363636363636365,0.6363636363636364,4,7
1586,84805.0,1982,1,2874,Tootsie,76394,/m/0k4p0,Tootsie,177200000.0,116.0,0,"Romantic comedy, Romance Film, Comedy of Errors, Drama, Comedy",United States of America,English Language,0.5333333333333333,0.4666666666666667,8,7
1587,84021.0,1982,3,3034,Grease 2,289253,/m/01qd2t,Grease 2,15171476.0,115.0,1,"Romantic comedy, Musical, Drama, Comedy, Romance Film, Teen",United States of America,English Language,0.5333333333333333,0.4666666666666667,8,7
1588,83922.0,1982,3,3078,Fanny and Alexander,487300,/m/02gd6x,Fanny and Alexander,6783304.0,312.0,1,"Fantasy, Family Drama, Drama, World cinema, Mystery",France,"Swedish Language, Yiddish Language, English Language, German Language",0.5789473684210527,0.42105263157894735,11,8
1589,84695.0,1982,3,3105,"Slumber Party Massacre, The",4343453,/m/0by53s,Slumber Party Massacre,,82.0,1,"Horror, Indie, Teen, Slasher",United States of America,English Language,1.0,0.0,1,0
1590,83944.0,1982,0,3342,First Blood,872441,/m/03kfz0,First Blood,125212904.0,93.0,0,"Thriller, Adventure, Psychological thriller, Action Thrillers, Drama, Action",United States of America,English Language,,,0,17
1591,83959.0,1982,3,3618,Forbidden World,3178385,/m/08xdkg,Forbidden World,4000000.0,77.0,1,"Science Fiction, Horror, Sci-Fi Horror",United States of America,English Language,0.2857142857142857,0.7142857142857143,2,5
1592,84522.0,1982,2,4005,Porky&#39;s,284957,/m/01pwpj,Porky's,111289673.0,94.0,0,"Sex comedy, Coming of age, Comedy, Teen",United States of America,English Language,0.23529411764705882,0.7647058823529411,4,13
1593,85809.0,1982,0,4079,Koyaanisqatsi,18932654,/m/047hq,Koyaanisqatsi,3200000.0,86.0,0,"Culture & Society, Environmental Science, Indie, Experimental film, Social issues, Essay Film, Avant-garde, Documentary",United States of America,"Hopi Language, English Language",,,0,1
1594,83833.0,1982,1,4406,Diner,1150634,/m/04bn37,Diner,14099953.0,110.0,0,"Ensemble Film, Comedy-drama, Period piece, Drama, Comedy, Coming of age",United States of America,English Language,0.36363636363636365,0.6363636363636364,4,7
1595,84516.0,1982,3,4544,Poltergeist,7051491,/m/0h21v2,Poltergeist,121706019.0,114.0,1,"Thriller, Cult, Horror, Suspense, Supernatural",United States of America,English Language,0.45454545454545453,0.5454545454545454,5,6
1596,83762.0,1982,0,4564,Countryman,12800569,/m/02x5h4k,Countryman,,103.0,0,"Indie, World cinema, Jungle Film, Action/Adventure, Drama, Action, Adventure",United States of America,English Language,0.16666666666666666,0.8333333333333334,3,15
1597,83972.0,1982,3,4573,Friday the 13th Part III,2317340,/m/073bl9,Friday the 13th Part 3: 3D,36690067.0,98.0,1,"Cult, Horror, Slasher, Teen",United States of America,English Language,0.4444444444444444,0.5555555555555556,4,5
1598,82045.0,1982,0,4584,Banana Joe,15826853,/m/03qcrjp,Banana Joe,,96.0,0,Comedy film,Italy,Italian Language,0.13333333333333333,0.8666666666666667,2,13
1599,83511.0,1982,2,5355,48 Hrs.,2436406,/m/07cwzh,48 Hrs.,78868508.0,96.0,0,"Thriller, Crime Fiction, Buddy film, Action Comedy, Buddy cop, Action/Adventure, Drama, Comedy, Action",United States of America,English Language,0.25,0.75,3,9
1600,84503.0,1982,0,6068,Pink Floyd The Wall,1539714,/m/058ymm,Pink Floyd The Wall,22244207.0,95.0,0,"Live action, Musical, Drama, Animation",United Kingdom,English Language,0.4,0.6,4,6
1601,84234.0,1982,3,6115,"Last American Virgin, The",2783476,/m/082g17,The Last American Virgin,5829781.0,92.0,1,"Sex comedy, Indie, Comedy-drama, Drama, Comedy, Coming of age",United States of America,English Language,0.625,0.375,5,3
1602,83942.0,1982,3,6497,Finye (The Wind),23202613,/m/0660bvw,The Wind,,100.0,1,Drama,Mali,Bambara language,,,0,2
1603,84855.0,1982,1,6704,"Verdict, The",106359,/m/0qmjd,The Verdict,53977250.0,129.0,0,"Film adaptation, Drama, Courtroom Drama",United States of America,English Language,0.2857142857142857,0.7142857142857143,4,10
1604,84602.0,1982,0,6871,Rocky III,152328,/m/013vbq,Rocky III,270000000.0,100.0,0,"Sports, Melodrama, Drama, Boxing",United States of America,English Language,0.09090909090909091,0.9090909090909091,1,10
1605,84777.0,1982,2,7175,Tenebre,4011202,/m/0bccsx,Tenebrae,,110.0,0,"Thriller, Mystery, Giallo, Horror",Italy,"Italian Language, English Language",0.5,0.5,2,2
1606,84745.0,1982,2,7199,Swamp Thing,5929445,/m/0ff0ht,Swamp Thing,,92.0,0,"Monster movie, Action/Adventure, Science Fiction, Horror, Superhero movie, Superhero, Cult",United States of America,English Language,0.3,0.7,3,7
1607,84434.0,1982,3,7244,An Officer and a Gentleman,242539,/m/01k5_0,An Officer and a Gentleman,129795554.0,122.0,1,"Romantic drama, Romance Film, Drama",United States of America,"Filipino language, English Language",0.3,0.7,3,7
1608,83629.0,1982,1,7345,"Beast Within, The",3020135,/m/08k_3j,The Beast Within,7742572.0,98.0,0,"B-movie, Horror, Creature Film",United States of America,English Language,0.2,0.8,2,8
1609,82748.0,1982,1,7414,Mil gritos tiene la noche [Pieces],8471210,/m/0274p13,Pieces,2032311.0,87.0,0,"B-movie, Horror, Slasher, Mystery",United States of America,"English Language, Spanish Language",0.5,0.5,8,8
1610,84335.0,1982,3,7557,Missing,106357,/m/0qmhk,Missing,,122.0,1,"Thriller, Mystery, History, Drama, Political thriller",United States of America,"English Language, Spanish Language",0.21428571428571427,0.7857142857142857,3,11
1611,83908.0,1982,3,8115,Evil Under the Sun,4908814,/m/0ctpnp,Evil Under the Sun,6110000.0,116.0,1,"Thriller, Crime Fiction, Mystery, Drama, Suspense, Crime Thriller",United Kingdom,"French Language, German Language, English Language",0.4,0.6,4,6
1612,84637.0,1982,2,8117,"Scarlet Pimpernel, The",15703732,/m/03nqpkc,The Scarlet Pimpernel,,142.0,0,"Swashbuckler films, Adventure, Television movie, Costume drama, Action/Adventure, Drama, Romantic drama, Romance Film",United Kingdom,English Language,0.2727272727272727,0.7272727272727273,3,8
1613,82334.0,1982,3,8165,"Entity, The",690918,/m/0333gq,The Entity,,120.0,1,"Thriller, Science Fiction, Horror, Supernatural, Psychological thriller, Mystery, Fantasy, Haunted House Film, Drama",United States of America,English Language,0.3076923076923077,0.6923076923076923,4,9
1614,84865.0,1982,3,8665,Victor Victoria,242525,/m/01k5y0,Victor/Victoria,28215453.0,132.0,1,"LGBT, Romantic comedy, Sex comedy, Remake, Musical, Comedy",United States of America,"French Language, English Language",0.2857142857142857,0.7142857142857143,2,5
1615,84352.0,1982,1,9356,Monty Python Live at the Hollywood Bowl,375788,/m/020_sh,Monty Python Live at the Hollywood Bowl,,77.0,0,Concert film,United Kingdom,English Language,0.125,0.875,1,7
1616,83987.0,1982,2,9593,Gandhi,369508,/m/0209hj,Gandhi,52767889.0,188.0,0,"British Empire Film, History, Historical fiction, Epic, Drama, Biopic [feature], Biographical film, Historical Epic",India,"Hindi Language, English Language",0.18518518518518517,0.8148148148148149,5,22
1617,84917.0,1982,3,10183,"World According to Garp, The",8202728,/m/026w0m_,The World According to Garp,29712172.0,136.0,1,"Romantic comedy, Comedy-drama, Coming of age, Comedy, Drama, Tragicomedy",United States of America,English Language,0.5,0.5,6,6
1618,84690.0,1982,2,10506,Six Pack,2400444,/m/079ggf,Six Pack,,108.0,0,"Adventure, Comedy-drama, Sports, Drama, Comedy, Family Film, Action",United States of America,English Language,0.3,0.7,3,7
1619,86312.0,1983,3,442,Silkwood,242548,/m/01k60v,Silkwood,,131.0,1,"LGBT, Thriller, Social problem film, Docudrama, Drama, Biopic [feature], Biographical film",United States of America,English Language,0.2777777777777778,0.7222222222222222,5,13
